seller,vehicle,country,address,id_annuncio,asking_price,conditional_on_price,price,link_annuncio,vehicle_user_desc
Automonte Group,Citroen C-Zero,IT,25030 Coccaglio - Brescia,43abc967-cf22-47f8-9b5b-33229ea4aead,"€ 11.900,- 12",12,11900,https://www.autoscout24.it/annunci/citroen-c-zero-full-elettric-seduction-auto-km-0-clima-cerchi-15-elettrica-bianco-43abc967-cf22-47f8-9b5b-33229ea4aead?cldtidx=17&cldtsrc=listPage,"FULL ELETTRIC SEDUCTION AUTO KM 0,CLIMA,CERCHI 15,"
Eurocar Snc,Peugeot 208,IT,46019 Viadana - Mantova - Mn,def762a4-6486-4e9a-bdad-12be84e21d5b,"€ 28.900,- 2",2,28900,https://www.autoscout24.it/annunci/peugeot-208-motore-elettrico-136-cv-5-porte-gt-line-neopat-elettrica-bianco-def762a4-6486-4e9a-bdad-12be84e21d5b?cldtidx=18&cldtsrc=listPage,motore elettrico 136 CV 5 porte GT LINE NEOPAT.
Treviglio Disel,Peugeot 208,IT,24058 Romano di Lombardia - Bg,8a4af569-3b82-415c-9f1c-7a28921b2629,"€ 26.900,- 12",12,26900,https://www.autoscout24.it/annunci/peugeot-208-motore-elettrico-136-cv-5-porte-allu-elettrica-blu-azzurro-8a4af569-3b82-415c-9f1c-7a28921b2629?cldtidx=19&cldtsrc=listPage,motore elettrico 136 CV 5 porte Allu
AUTOTORINO SPA,BMW i3,IT,26013 Crema - Cr,9038d6d4-3d31-4b67-a763-51985b4b5d22,"€ 29.100,- 12",12,29100,https://www.autoscout24.it/annunci/bmw-i3-120-ah-elettrica-grigio-9038d6d4-3d31-4b67-a763-51985b4b5d22?cldtidx=20&cldtsrc=listPage,120 Ah
Gruppo Bossoni Spa,Peugeot 208,Responsabile Usato,IT,f0b9b3df-16d1-44d0-8d45-c4bef3a46b03,"€ 29.800,- 12",12,29800,https://www.autoscout24.it/annunci/peugeot-208-nuova-n-gt-line-elettrico-136cv-100kw-elettrica-f0b9b3df-16d1-44d0-8d45-c4bef3a46b03?cldtidx=1&cldtsrc=listPage,NUOVA N GT LINE - ELETTRICO 136CV (100KW)
Frattin Auto Srl,Peugeot iOn,IT,36022 Cassola - Vi,b4eb9b45-dbef-4f24-8187-af1c6511959d,"€ 15.490,- 12",12,15490,https://www.autoscout24.it/annunci/peugeot-ion-active-elettrica-bianco-b4eb9b45-dbef-4f24-8187-af1c6511959d?cldtidx=2&cldtsrc=listPage,Active
Frattin Auto Srl,Peugeot iOn,IT,36022 Cassola - Vi,93f1f5d8-5917-4df5-972e-55a8261ae86e,"€ 15.490,- 12",12,15490,https://www.autoscout24.it/annunci/peugeot-ion-active-elettrica-bianco-93f1f5d8-5917-4df5-972e-55a8261ae86e?cldtidx=3&cldtsrc=listPage,Active
Autoquadrifoglio Srl,Opel Corsa,IT,17100 Savona - Sv,fa07ecc3-0bb0-43af-8ff5-58dcae410615,"€ 24.500,- 12",12,24500,https://www.autoscout24.it/annunci/opel-corsa-e-5-porte-elegance-elettrica-blu-azzurro-fa07ecc3-0bb0-43af-8ff5-58dcae410615?cldtidx=4&cldtsrc=listPage,-e 5 porte Elegance
Frattin Auto Srl,Peugeot iOn,IT,20024 Garbagnate Milanese - Milano - MI,60cbe832-453a-4024-8d6e-867564419c34,"€ 15.490,- 12",12,15490,https://www.autoscout24.it/annunci/peugeot-ion-active-elettrica-bianco-60cbe832-453a-4024-8d6e-867564419c34?cldtidx=5&cldtsrc=listPage,Active
AUTOTORINO SPA,MINI Cooper S,IT,26013 Crema - Cr,22152885-c1b2-4f86-a7fa-d363abee1bdb,"€ 23.900,- 12",12,23900,https://www.autoscout24.it/annunci/mini-cooper-s-se-elettrica-grigio-22152885-c1b2-4f86-a7fa-d363abee1bdb?cldtidx=6&cldtsrc=listPage,SE
REGGIO MOTORI SPA,MINI Cooper,IT,42124 Reggio Emilia - Re,83ef8ad1-c6dc-4d11-a229-c088ec430205,"€ 33.800,- 2",2,33800,https://www.autoscout24.it/annunci/mini-cooper-se-xl-elettrica-blu-azzurro-83ef8ad1-c6dc-4d11-a229-c088ec430205?cldtidx=7&cldtsrc=listPage,SE XL
AUTOVANTI MONZA,BMW i3,IT,20900 Monza - Monza Brianza - Mb,6771176c-dca0-4e1f-8bd7-9f80974101de,"€ 38.200,- 12",12,38200,https://www.autoscout24.it/annunci/bmw-i3-i01-120-ah-elettrica-nero-6771176c-dca0-4e1f-8bd7-9f80974101de?cldtidx=8&cldtsrc=listPage,(I01) 120 Ah
Bonera Spa,smart forFour,IT,25135 Brescia - Bs,13ce3751-b30d-495d-b4de-a06dd7f2ed71,"€ 19.000,- 12",12,19000,https://www.autoscout24.it/annunci/smart-forfour-eq-youngster-my19-elettrica-nero-13ce3751-b30d-495d-b4de-a06dd7f2ed71?cldtidx=9&cldtsrc=listPage,eq Youngster my19
Auto & Servizio Srl,Renault ZOE,IT,12100 Madonna dell'Olmo - Cuneo - Cn,51ed7b67-badf-42df-9081-c7586c866a7c,"€ 17.990,- 2",2,17990,https://www.autoscout24.it/annunci/renault-zoe-life-r110-flex-elettrica-rosso-51ed7b67-badf-42df-9081-c7586c866a7c?cldtidx=10&cldtsrc=listPage,Life R110 Flex
Saicar Srl,Renault ZOE,IT,10071 Mappano Di Borgaro - Torino - To,c0ec6738-032d-4c22-87e7-64eeb6637a40,"€ 22.000,- 12",12,22000,https://www.autoscout24.it/annunci/renault-zoe-intens-r110-flex-elettrica-lilla-c0ec6738-032d-4c22-87e7-64eeb6637a40?cldtidx=11&cldtsrc=listPage,Intens R110 Flex
Bon-Ber Srl,Peugeot 208,IT,22100 Como - Co,666c9f28-921c-4e38-af4a-7620387befe1,"€ 28.900,- 2",2,28900,https://www.autoscout24.it/annunci/peugeot-208-motore-elettrico-136-cv-5-porte-gt-elettrica-blu-azzurro-666c9f28-921c-4e38-af4a-7620387befe1?cldtidx=12&cldtsrc=listPage,motore elettrico 136 CV 5 porte GT
Borsoi srl,Nissan Leaf,Borsoi Treviso,IT,e18d0437-5bb5-46a1-9259-27aae1554c1e,"€ 24.900,- 12",12,24900,https://www.autoscout24.it/annunci/nissan-leaf-tekna-40-kwh-elettrica-grigio-e18d0437-5bb5-46a1-9259-27aae1554c1e?cldtidx=13&cldtsrc=listPage,Tekna 40 kWh
